"dtn" -- "networks"
"scientific databases" -- "cloud computing"
"geoprocessing" -- "remote sensing"
"human population genetics" -- "computational biology"
"micologia" -- "beni culturali"
"micologia" -- "microbiologia"
"emc" -- "electromagnetics"
"emc" -- "emi"
"variability" -- "climate change"
"biomass pretreatment" -- "biorefinery"
"adolescent substance use" -- "mental health"
"elektronik" -- "festkörperphysik"
"urology" -- "urologic oncology"
"urology" -- "oncology"
"urology" -- "pediatric urology"
"ischemic stroke" -- "neuroscience"
"ensemble learning" -- "machine learning"
"thin film materials" -- "devices"
"policy" -- "energy"
"policy" -- "environmental politics"
"policy" -- "forest governance"
"policy" -- "media law"
"policy" -- "language planning"
"delay differential equations" -- "mathematical biology"
"productivity" -- "efficiency analysis"
"productivity" -- "sustainable consumption"
"productivity" -- "innovation"
"chronic disease" -- "epidemiology"
"chronic disease" -- "multimorbidity"
"software evolution" -- "software engineering"
"cooperative localization" -- "indoor navigation"
"community organizing" -- "empowerment"
"physical organic chemistry" -- "computational chemistry"
"physical organic chemistry" -- "non-covalent interactions"
"personnel economics" -- "labor economics"
"indoor environmental quality" -- "thermal comfort"
"language education" -- "applied linguistics"
"compact modeling" -- "nanoelectronics"
"surgical robotics" -- "haptics"
"wear" -- "tribology"
"fermentation technology" -- "microbiology"
"structural identification" -- "structural health monitoring"
"pulsars" -- "neutron stars"
"lipoprotein metabolism" -- "atherosclerosis"
"microwave heating" -- "numerical modeling"
"digital education" -- "moocs"
"obesidade" -- "nutrición"
"obesidade" -- "diabetes"
"tpack" -- "educational technology"
"tpack" -- "k-12 education"
"otimização" -- "métodos numéricos"
"otimização" -- "simulação"
"otimização" -- "pesquisa operacional"
"computational musicology" -- "music information retrieval"
"experimental methods" -- "political behavior"
"convective heat transfer" -- "renewable energy"
"ipv6" -- "network security"
"istatistik" -- "matematik"
"istatistik" -- "lojistik"
"political parties" -- "elections"
"political parties" -- "electoral behaviour"
"political parties" -- "comparative democratization"
"political parties" -- "british politics"
"political parties" -- "indonesian politics"
"political parties" -- "parliaments"
"political parties" -- "party systems"
"political parties" -- "electoral systems"
"literatura catalana" -- "film"
"marine biodiversity" -- "microphytobenthos"
"business law" -- "law"
"intergroup relations" -- "intergroup contact"
"social behavior" -- "neural circuitry"
"social behavior" -- "behavioral ecology"
"mitochondrial biogenesis" -- "aging"
"ultracold quantum gases" -- "theoretical physics"
"ultracold quantum gases" -- "non-equilibrium dynamics"
"experimental nuclear" -- "particle physics"
"global governance" -- "international relations"
"obstructive sleep apnea" -- "sleep medicine"
"economics of sports" -- "industrial organization"
"medical geology" -- "environmental geochemistry"
"international communication" -- "political communication"
"conservation laws" -- "numerical analysis"
"agricultural marketing" -- "trade"
"satisfiability modulo theories" -- "formal methods"
"historia medieval" -- "historia moderna"
"materials discovery" -- "water splitting"
"ee" -- "astrophysics"
"actuarial mathematics" -- "quantitative finance"
"technology assessment" -- "technology management"
"cardiovascular system" -- "hypertension"
"accelerometry" -- "cricket"
"bladder" -- "cell biology"
"special" -- "evolutionary ecology"
"health information exchange" -- "biomedical informatics"
"flavor chemistry" -- "beer"
"x-ray computed tomography" -- "image reconstruction"
"research libraries" -- "academic"
"fundamental physics" -- "quantum measurement"
"point-of-care diagnostics" -- "magnetic sensors"
"point-of-care diagnostics" -- "microfluidics"
"point-of-care diagnostics" -- "paper microfluidics"
"pulmonary hypertension" -- "acute lung injury"
"pulmonary hypertension" -- "hypoxia"
"dynamic programming" -- "machine learning"
"seismic signal processing" -- "seismic imaging"
"peridynamics" -- "fracture mechanics"
"x-ray imaging" -- "tomography"
"radical innovation" -- "open innovation"
"simulación" -- "materiales compuestos"
"mountain meteorology" -- "atmospheric dynamics"
"casimir effect" -- "quantum field theory"
"optofluidics" -- "optical manipulation"
"optofluidics" -- "microfluidics"
"sound design" -- "documentary"
"intelligent systems" -- "machine learning"
"cavitation" -- "bubble dynamics"
"cavitation" -- "turbines"
"cavitation" -- "fluid mechanics"
"fisica matematica" -- "meccanica statistica"
"star formation" -- "interstellar medium"
"star formation" -- "astrophysics"
"archaeology" -- "palaeolithic"
"archaeology" -- "palaeoanthropology"
"archaeology" -- "radiocarbon dating"
"archaeology" -- "neolithic"
"archaeology" -- "amazonia"
"archaeology" -- "rock art"
"archaeology" -- "iron age"
"archaeology" -- "phytoliths"
"archaeology" -- "stable isotope analysis"
"archaeology" -- "north atlantic"
"archaeology" -- "medieval archaeology"
"archaeology" -- "heritage studies"
"archaeology" -- "ethnoarchaeology"
"archaeology" -- "egyptology"
"archaeology" -- "pacific islands"
"archaeology" -- "bolivia"
"archaeology" -- "mesoamerica"
"archaeology" -- "museology"
"archaeology" -- "north america"
"archaeology" -- "maya"
"archaeology" -- "landscape"
"archaeology" -- "ancient history"
"archaeology" -- "household"
"archaeology" -- "anthropology"
"archaeology" -- "material culture"
"archaeology" -- "human-animal relations"
"archaeology" -- "paleoethnobotany"
"archaeology" -- "archaeological theory"
"archaeology" -- "andes"
"archaeology" -- "archaeometry"
"archaeology" -- "archaeobotany"
"archaeology" -- "late antiquity"
"archaeology" -- "prehistory"
"archaeology" -- "near east"
"archaeology" -- "radiocarbon"
"archaeology" -- "roman archaeology"
"archaeology" -- "settlement"
"archaeology" -- "digital heritage"
"archaeology" -- "origins of agriculture"
"archaeology" -- "palaeopathology"
"archaeology" -- "museum studies"
"archaeology" -- "coastal archaeology"
"archaeology" -- "maritime archaeology"
"archaeology" -- "lithics"
"archaeology" -- "pottery"
"archaeology" -- "paleoenvironment"
"archaeology" -- "historical ecology"
"archaeology" -- "archaeometallurgy"
"archaeology" -- "oceania"
"engineering ethics" -- "technology"
"larval ecology" -- "marine biology"
"emotional learning" -- "social"
"gestão do conhecimento" -- "crowdsourcing"
"gestão do conhecimento" -- "ciência da informação"
"gestão do conhecimento" -- "administração"
"gestão do conhecimento" -- "gestão da informação"
"international" -- "externalizing"
"productivity analysis" -- "rail"
"welfare policy" -- "public health"
"neurodevelopmental diseases" -- "neurodegenerative diseases"
"direct democracy" -- "state politics"
"political leadership" -- "political science"
"restoration ecology" -- "seed ecology"
"restoration ecology" -- "plant community ecology"
"restoration ecology" -- "conservation biology"
"restoration ecology" -- "wetland ecology"
"restoration ecology" -- "grasslands"
"computational linguistics" -- "distributional semantics"
"computational linguistics" -- "natural language processing"
"computational linguistics" -- "authorship attribution"
"power networks" -- "optimization"
"calcolo delle variazioni" -- "pdes"
"rf" -- "ems"
"rf" -- "microwave"
"rf" -- "ic"
"rf" -- "analog"
"rf" -- "analog circuit design"
"rf" -- "mm-wave"
"rf" -- "power amplifiers"
"political science" -- "public policy"
"political science" -- "middle east studies"
"political science" -- "international relations"
"political science" -- "irish politics"
"political science" -- "international studies"
"political science" -- "political history"
"political science" -- "survey methodology"
"history" -- "renaissance"
"history" -- "atlantic world"
"history" -- "france"
"history" -- "cold war"
"history" -- "photography"
"history" -- "food studies"
"history" -- "art history"
"history" -- "australia"
"history" -- "colonialism"
"history" -- "theory of architecture"
"history" -- "german history"
"history" -- "first world war"
"history" -- "christianity"
"history" -- "historia moderna"
"history" -- "jewish studies"
"history" -- "politics"
"history" -- "early modern"
"auditory processing" -- "cochlear implants"
"reactor physics" -- "nuclear engineering"
"nanotubes" -- "nanotechnology"
"mixed methods" -- "public health"
"interactive information retrieval" -- "information science"
"structured prediction" -- "machine learning"
"switching" -- "routing"
"swi" -- "snf"
"mechanical vibrations" -- "acoustics"
"tissue culture" -- "genetics"
"engenharia mecânica" -- "engenharia de materiais"
"engenharia mecânica" -- "planejamento energético"
"mozambique" -- "business"
"impact dynamics" -- "computational mechanics"
"visual psychophysics" -- "vision science"
"brain connectivity" -- "neuroimaging"
"machine learning" -- "multi-armed bandits"
"machine learning" -- "gesture recognition"
"machine learning" -- "software development"
"machine learning" -- "computational neuroscience"
"machine learning" -- "speech signal processing"
"machine learning" -- "statistical relational learning"
"machine learning" -- "feature selection"
"machine learning" -- "bio-inspired computing"
"machine learning" -- "cognitive systems"
"machine learning" -- "multimodal interfaces"
"machine learning" -- "makine öğrenmesi"
"machine learning" -- "bayesian inference"
"machine learning" -- "computational sustainability"
"machine learning" -- "statistical learning theory"
"machine learning" -- "hardware acceleration"
"machine learning" -- "numerical optimization"
"machine learning" -- "music information retrieval"
"machine learning" -- "causal discovery"
"machine learning" -- "regression"
"machine learning" -- "active learning"
"machine learning" -- "production systems"
"machine learning" -- "emotion recognition"
"machine learning" -- "anomaly detection"
"machine learning" -- "nonparametric statistics"
"machine learning" -- "neural"
"machine learning" -- "spoken dialogue systems"
"machine learning" -- "data analysis"
"machine learning" -- "distributed optimization"
"machine learning" -- "text processing"
"machine learning" -- "deep neural networks"
"machine learning" -- "statistical analysis"
"machine learning" -- "mobile healthcare"
"machine learning" -- "applied math"
"machine learning" -- "probabilistic inference"
"machine learning" -- "speech recognition"
"machine learning" -- "data visualization"
"machine learning" -- "statistical theory"
"machine learning" -- "human motion analysis"
"machine learning" -- "spoken language processing"
"machine learning" -- "algorithmic trading"
"machine learning" -- "biomedicine"
"machine learning" -- "bayesian analysis"
"machine learning" -- "ocr"
"machine learning" -- "cluster analysis"
"machine learning" -- "affective computing"
"machine learning" -- "computational learning theory"
"machine learning" -- "imitation learning"
"machine learning" -- "crowdsourcing"
"machine learning" -- "statistical data analysis"
"machine learning" -- "content-based image retrieval"
"machine learning" -- "reinforcement learning"
"machine learning" -- "statistics"
"machine learning" -- "fuzzy systems"
"machine learning" -- "statistical machine translation"
"machine learning" -- "pattern recognition"
"machine learning" -- "big data analytics"
"machine learning" -- "fuzzy set theory"
"machine learning" -- "video summarization"
"machine learning" -- "brain-machine interfaces"
